0	0.180123	0.000000	0.000042
1	0.002507	0.000000	0.000000
2	0.003499	0.000000	0.000018
3	0.004545	0.000000	0.000006
4	0.007413	0.000000	0.000042
5	0.003650	0.000000	0.000000
6	0.003301	0.000000	0.000060
7	0.001245	0.000000	0.000012
8	0.002820	0.000000	0.000078
9	0.001726	0.000000	0.000006
10	0.001774	0.000018	0.000084
11	0.003692	0.000138	0.000000
12	0.000571	0.000890	0.000192
13	0.003902	0.001112	0.000000
14	0.002652	0.002892	0.000120
15	0.002459	0.004179	0.000000
16	0.003764	0.009235	0.002002
17	0.003114	0.023876	0.000000
18	0.007065	0.026100	0.000421
19	0.002014	0.020473	0.000000
20	0.001455	0.027471	0.002038
21	0.000295	0.016667	0.000018
22	0.000872	0.012975	0.000932
23	0.000204	0.013967	0.000006
24	0.000204	0.009464	0.001852
25	0.000150	0.013306	0.000030
26	0.000192	0.008303	0.001058
27	0.000156	0.002766	0.000108
28	0.000259	0.006710	0.000890
29	0.000042	0.007299	0.000120
30	0.000174	0.001479	0.001076
31	0.000259	0.000613	0.000132
32	0.000072	0.000108	0.001221
33	0.000289	0.000271	0.000265
34	0.000168	0.000210	0.001070
35	0.000108	0.000914	0.000253
36	0.001172	0.006487	0.000878
37	0.000222	0.008237	0.000523
38	0.001629	0.001533	0.000992
39	0.002321	0.000571	0.000842
40	0.002573	0.000066	0.000962
41	0.006734	0.000078	0.001425
42	0.001551	0.000012	0.000619
43	0.001004	0.000018	0.001269
44	0.000006	0.000066	0.000974
45	0.000295	0.000042	0.000553
46	0.000084	0.000030	0.000661
47	0.000048	0.000144	0.000758
48	0.000066	0.000138	0.000186
49	0.000096	0.000986	0.000595
50	0.000108	0.006722	0.000042
51	0.000271	0.008676	0.000517
52	0.000078	0.001569	0.000024
53	0.000180	0.000667	0.000451
54	0.000271	0.000072	0.000054
55	0.000818	0.000078	0.000559
56	0.000535	0.000012	0.000030
57	0.001732	0.000000	0.000192
58	0.002405	0.000000	0.000018
59	0.002922	0.000000	0.000277
60	0.006000	0.000000	0.000072
61	0.001461	0.000000	0.000439
62	0.001076	0.000000	0.000030
63	0.000090	0.000000	0.000625
64	0.000319	0.000000	0.000072
65	0.000228	0.000000	0.001840
66	0.000066	0.000018	0.000120
