67	0.000084	0.000072	0.001756
68	0.000078	0.000054	0.000259
69	0.000144	0.000048	0.003331
70	0.000204	0.000210	0.000337
71	0.000006	0.000253	0.002796
72	0.000132	0.000824	0.000679
73	0.000168	0.006518	0.004095
74	0.000126	0.008971	0.001130
75	0.000271	0.001371	0.005820
76	0.000138	0.000643	0.001239
77	0.000048	0.000072	0.004570
78	0.000493	0.000084	0.001533
79	0.000000	0.000012	0.007720
80	0.000150	0.000000	0.001196
81	0.000174	0.000000	0.008772
82	0.000078	0.000000	0.001383
83	0.000066	0.000000	0.014340
84	0.000030	0.000000	0.001960
85	0.000006	0.000024	0.010967
86	0.000030	0.000054	0.004401
87	0.000000	0.000060	0.009175
88	0.000006	0.000060	0.005020
89	0.000000	0.000397	0.009073
90	0.000000	0.000156	0.009073
91	0.000000	0.000920	0.003818
92	0.000000	0.006103	0.008646
93	0.000042	0.008616	0.006806
94	0.000000	0.001431	0.011364
95	0.000108	0.000818	0.002501
96	0.000066	0.000066	0.011857
97	0.000000	0.000048	0.001178
98	0.000703	0.000000	0.010125
99	0.000373	0.000000	0.004521
100	0.001690	0.000000	0.003722
101	0.002646	0.000000	0.002213
102	0.002525	0.000000	0.006235
103	0.005550	0.000000	0.000379
104	0.001221	0.000000	0.003926
105	0.000800	0.000000	0.000228
106	0.000000	0.000000	0.002778
107	0.000186	0.000000	0.000096
108	0.000126	0.000000	0.001407
109	0.000054	0.000000	0.000186
110	0.000102	0.000000	0.005363
111	0.000060	0.000000	0.000421
112	0.000114	0.000000	0.003271
113	0.000253	0.000000	0.000090
114	0.000000	0.000000	0.001100
115	0.000126	0.000000	0.000180
116	0.000216	0.000000	0.001551
117	0.000162	0.000000	0.000072
118	0.000403	0.000000	0.001184
119	0.000210	0.000000	0.000126
120	0.001239	0.000000	0.002603
121	0.000902	0.000000	0.000168
122	0.002333	0.000000	0.000932
123	0.002784	0.000000	0.000222
124	0.002639	0.000000	0.005634
125	0.005826	0.000000	0.000132
126	0.001437	0.000000	0.003205
127	0.000613	0.000000	0.000102
128	0.001533	0.000012	0.000788
129	0.000788	0.000084	0.000090
130	0.003403	0.000060	0.000343
131	0.002724	0.000084	0.000241
132	0.002790	0.000337	0.000066
133	0.005574	0.000301	0.000156
134	0.001203	0.000740	0.000114
135	0.002754	0.005532	0.000445
136	0.000631	0.008995	0.000024
137	0.003217	0.001365	0.000331
138	0.003373	0.000944	0.000138
139	0.002525	0.000090	0.001209
140	0.007606	0.000054	0.000234
141	0.002441	0.000012	0.000992
142	0.003950	0.000000	0.000096
143	0.005303	0.000000	0.003060
144	0.003842	0.000000	0.000168
145	0.009848	0.000000	0.000776
146	0.005026	0.000000	0.000234
147	0.007059	0.000000	0.005063
148	0.009259	0.000000	0.000156
149	0.007389	0.000006	0.003523
150	0.012536	0.000012	0.000349
151	0.008003	0.000066	0.000734
152	0.012344	0.000084	0.000361
153	0.011430	0.000102	0.000271
154	0.012350	0.000313	0.000920
155	0.011863	0.000307	0.000054
156	0.012530	0.000770	0.000379
157	0.013456	0.005483	0.000156
158	0.014448	0.009554	0.001245
159	0.012019	0.001894	0.000000
160	0.011261	0.001329	0.001124
161	0.013901	0.000168	0.000000
162	0.010077	0.000367	0.002790
163	0.010390	0.000265	0.000000
164	0.011628	0.000547	0.000824
165	0.008886	0.004389	0.000000
166	0.008718	0.010642	0.005081
167	0.006962	0.001786	0.000012
168	0.006295	0.001822	0.003866
169	0.004359	0.000451	0.000018
170	0.004413	0.000427	0.000661
171	0.003223	0.000547	0.000024
172	0.003583	0.004016	0.000379
173	0.003451	0.010486	0.000006
174	0.003211	0.002531	0.000234
175	0.004191	0.002567	0.000036
176	0.003836	0.000685	0.000661
177	0.004046	0.004299	0.000096
178	0.004251	0.010221	0.000234
179	0.003842	0.003235	0.000066
180	0.003517	0.005790	0.000271
181	0.004125	0.010335	0.000222
182	0.003151	0.005345	0.000228
183	0.004089	0.012019	0.000367
184	0.003710	0.006319	0.000469
185	0.003872	0.011905	0.000277
186	0.004624	0.005910	0.000241
187	0.004251	0.012975	0.000234
188	0.003770	0.011412	0.000241
189	0.005285	0.009181	0.000451
190	0.003902	0.013558	0.000150
191	0.004606	0.012969	0.000691
192	0.004143	0.016342	0.000180
193	0.004389	0.015879	0.000661
194	0.004251	0.015206	0.000150
195	0.004624	0.013600	0.000884
196	0.003848	0.011995	0.000583
197	0.004732	0.009259	0.001052
198	0.003151	0.009969	0.000505
199	0.004070	0.009891	0.001257
200	0.003259	0.010654	0.000788
201	0.004089	0.014316	0.002381
202	0.002766	0.010907	0.000884
203	0.004227	0.013835	0.002513
204	0.003169	0.014484	0.000974
205	0.004570	0.012440	0.004215
206	0.002916	0.012452	0.001124
207	0.003193	0.012999	0.002231
208	0.003932	0.010642	0.001305
209	0.003403	0.008766	0.006788
210	0.003355	0.006926	0.001732
211	0.004082	0.005832	0.005351
212	0.004107	0.005525	0.001599
213	0.004942	0.005423	0.002399
214	0.004443	0.004876	0.002062
215	0.003878	0.005051	0.001918
216	0.005646	0.004582	0.002020
217	0.003974	0.005814	0.001659
218	0.004720	0.005784	0.002471
219	0.006031	0.005976	0.002189
220	0.006217	0.007233	0.002910
221	0.004732	0.007167	0.002056
222	0.005646	0.007017	0.003349
223	0.005195	0.007570	0.002934
224	0.005814	0.007937	0.003361
225	0.004527	0.008796	0.003980
226	0.006289	0.008718	0.004245
227	0.005189	0.008802	0.006409
228	0.005658	0.007089	0.004936
229	0.005032	0.007660	0.006133
230	0.005826	0.006079	0.005032
231	0.005658	0.006223	0.010642
232	0.006211	0.005327	0.007449
233	0.007365	0.006626	0.012392
234	0.007492	0.004768	0.007065
235	0.005850	0.006656	0.011766
236	0.007425	0.008171	0.011460
237	0.006019	0.008574	0.012927
238	0.006932	0.007317	0.013967
239	0.005718	0.008345	0.020869
240	0.003764	0.006650	0.012518
241	0.006373	0.006403	0.023972
242	0.004491	0.004576	0.012253
243	0.001335	0.003181	0.014280
244	0.002279	0.002646	0.009861
245	0.001407	0.001497	0.012716
246	0.003680	0.000788	0.013546
247	0.001413	0.001082	0.013739
248	0.002369	0.001419	0.014514
249	0.001353	0.000307	0.012728
250	0.004335	0.000066	0.011201
251	0.000054	0.000102	0.017232
252	0.003872	0.000619	0.011412
253	0.001190	0.001960	0.015602
254	0.001918	0.005453	0.014725
255	0.013781	0.036508	0.291546
