0	0.000000
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
16	0.003806
17	0.000000
18	0.003728
19	0.004034
20	0.000000
21	0.004076
22	0.003175
23	0.003740
24	0.003169
25	0.004666
26	0.002898
27	0.003397
28	0.003620
29	0.004786
30	0.005363
31	0.000000
32	0.006463
33	0.000000
34	0.000000
35	0.006764
36	0.000000
37	0.007251
38	0.000000
39	0.000000
40	0.008369
41	0.000000
42	0.000000
43	0.009217
44	0.000000
45	0.000000
46	0.000000
47	0.009686
48	0.000000
49	0.010792
50	0.000000
51	0.000000
52	0.000000
53	0.011436
54	0.000000
55	0.000000
56	0.000000
57	0.000000
58	0.000000
59	0.013185
60	0.000000
61	0.000000
62	0.000000
63	0.013690
64	0.000000
65	0.000000
66	0.000000
67	0.000000
68	0.014184
69	0.000000
70	0.000000
71	0.000000
72	0.015999
73	0.000000
74	0.000000
75	0.000000
76	0.000000
77	0.015777
78	0.000000
79	0.000000
80	0.000000
81	0.016673
82	0.000000
83	0.000000
84	0.000000
85	0.000000
86	0.018476
87	0.000000
88	0.000000
89	0.000000
90	0.000000
91	0.019222
92	0.000000
93	0.000000
94	0.000000
95	0.000000
96	0.000000
97	0.019150
98	0.000000
99	0.000000
100	0.000000
101	0.000000
102	0.018753
103	0.000000
104	0.000000
105	0.000000
106	0.000000
107	0.000000
108	0.000000
109	0.000000
110	0.000000
111	0.018609
112	0.000000
113	0.000000
114	0.000000
115	0.000000
116	0.000000
117	0.000000
118	0.000000
119	0.000000
120	0.000000
121	0.000000
122	0.019992
123	0.000000
124	0.000000
125	0.000000
126	0.000000
127	0.000000
128	0.000000
129	0.000000
130	0.000000
131	0.000000
132	0.000000
133	0.000000
134	0.019883
135	0.000000
136	0.000000
137	0.000000
138	0.000000
139	0.000000
140	0.000000
141	0.000000
142	0.020358
143	0.000000
144	0.000000
145	0.000000
146	0.000000
147	0.019727
148	0.000000
149	0.000000
150	0.000000
151	0.018765
152	0.000000
153	0.000000
154	0.017707
155	0.000000
156	0.018350
157	0.000000
158	0.017088
159	0.017418
160	0.000000
161	0.017911
162	0.017051
163	0.000000
164	0.016775
165	0.015452
166	0.000000
167	0.015139
168	0.013570
169	0.000000
170	0.012903
171	0.012163
172	0.010871
173	0.010708
174	0.009476
175	0.009145
176	0.017346
177	0.008424
178	0.014051
179	0.005694
180	0.013450
181	0.007708
182	0.010835
183	0.007203
184	0.011153
185	0.010564
186	0.009620
187	0.008983
188	0.011809
189	0.007654
190	0.007131
191	0.012229
192	0.008027
193	0.008418
194	0.008424
195	0.002784
196	0.008291
197	0.012644
198	0.002333
199	0.008682
200	0.007840
201	0.006632
202	0.007967
203	0.003848
204	0.005544
205	0.003830
206	0.003944
207	0.003662
208	0.003662
209	0.000000
210	0.003716
211	0.000000
212	0.004990
213	0.000000
214	0.003102
215	0.000000
216	0.003090
217	0.000000
218	0.005002
219	0.003096
220	0.000000
221	0.004792
222	0.003373
223	0.000000
224	0.003692
225	0.005093
226	0.003475
227	0.003547
228	0.003385
229	0.005051
230	0.000000
231	0.003295
232	0.003692
233	0.003415
234	0.000000
235	0.003974
236	0.005213
237	0.003427
238	0.004064
239	0.003704
240	0.000000
241	0.004377
242	0.000000
243	0.000000
244	0.000000
245	0.000000
246	0.000000
247	0.000000
248	0.000000
249	0.000000
250	0.000000
251	0.000000
252	0.000000
253	0.000000
254	0.000000
255	0.004443
