0	16
1	18
2	19
3	21
4	22
5	23
6	24
7	25
8	26
9	27
10	28
11	29
12	30
13	31
14	32
15	34
16	35
17	36
18	37
19	39
20	40
21	41
22	43
23	44
24	45
25	47
26	48
27	49
28	51
29	52
30	53
31	55
32	56
33	58
34	59
35	60
36	62
37	63
38	64
39	66
40	67
41	68
42	69
43	70
44	71
45	72
46	74
47	75
48	76
49	77
50	78
51	79
52	80
53	81
54	82
55	83
56	84
57	85
58	86
59	87
60	88
61	89
62	90
63	91
64	92
65	93
66	94
67	95
68	97
69	98
70	99
71	101
72	102
73	104
74	105
75	107
76	109
77	111
78	113
79	115
80	117
81	120
82	122
83	125
84	128
85	130
86	132
87	134
88	136
89	138
90	139
91	141
92	142
93	143
94	144
95	145
96	146
97	147
98	148
99	149
100	149
101	150
102	151
103	151
104	152
105	153
106	153
107	154
108	154
109	155
110	155
111	156
112	156
113	157
114	157
115	157
116	158
117	158
118	158
119	159
120	159
121	160
122	160
123	160
124	161
125	161
126	161
127	161
128	162
129	162
130	163
131	163
132	163
133	164
134	164
135	165
136	165
137	165
138	166
139	166
140	166
141	167
142	167
143	168
144	168
145	168
146	169
147	169
148	170
149	170
150	170
151	171
152	171
153	171
154	172
155	172
156	173
157	173
158	173
159	174
160	174
161	175
162	175
163	175
164	176
165	176
166	176
167	177
168	177
169	178
170	178
171	178
172	179
173	179
174	180
175	180
176	180
177	181
178	181
179	182
180	182
181	182
182	183
183	183
184	184
185	184
186	184
187	185
188	185
189	186
190	186
191	186
192	187
193	187
194	188
195	188
196	188
197	189
198	189
199	190
200	190
201	191
202	191
203	191
204	192
205	192
206	193
207	193
208	194
209	194
210	195
211	196
212	196
213	197
214	197
215	197
216	198
217	199
218	199
219	200
220	200
221	201
222	201
223	202
224	202
225	203
226	204
227	205
228	206
229	207
230	208
231	210
232	212
233	214
234	216
235	218
236	219
237	221
238	222
239	224
240	225
241	226
242	227
243	228
244	229
245	231
246	232
247	233
248	235
249	236
250	237
251	238
252	239
253	241
254	255
255	255
