0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	1
18	1
19	2
20	3
21	3
22	4
23	5
24	6
25	7
26	8
27	9
28	10
29	11
30	12
31	13
32	14
33	15
34	15
35	16
36	17
37	18
38	19
39	19
40	20
41	21
42	22
43	22
44	23
45	24
46	25
47	25
48	26
49	27
50	28
51	28
52	29
53	30
54	31
55	31
56	32
57	33
58	33
59	34
60	35
61	36
62	36
63	37
64	38
65	39
66	39
67	40
68	41
69	42
70	43
71	44
72	45
73	46
74	46
75	47
76	48
77	49
78	50
79	51
80	52
81	53
82	54
83	55
84	56
85	57
86	58
87	59
88	60
89	61
90	62
91	63
92	64
93	65
94	66
95	67
96	68
97	68
98	69
99	70
100	71
101	71
102	72
103	73
104	73
105	74
106	75
107	75
108	76
109	76
110	77
111	77
112	78
113	78
114	79
115	79
116	80
117	80
118	81
119	81
120	81
121	82
122	82
123	83
124	83
125	83
126	84
127	84
128	84
129	85
130	85
131	86
132	86
133	87
134	87
135	88
136	88
137	89
138	89
139	90
140	91
141	91
142	92
143	93
144	94
145	95
146	96
147	97
148	98
149	99
150	101
151	102
152	104
153	105
154	107
155	109
156	111
157	113
158	116
159	119
160	121
161	124
162	128
163	130
164	133
165	135
166	138
167	141
168	143
169	146
170	148
171	151
172	154
173	156
174	159
175	161
176	164
177	167
178	169
179	172
180	174
181	177
182	179
183	182
184	184
185	187
186	189
187	192
188	194
189	197
190	199
191	201
192	204
193	206
194	208
195	210
196	211
197	213
198	216
199	217
200	219
201	221
202	223
203	225
204	226
205	227
206	228
207	229
208	230
209	231
210	231
211	232
212	232
213	233
214	233
215	234
216	234
217	235
218	235
219	236
220	237
221	237
222	238
223	239
224	239
225	240
226	241
227	242
228	243
229	244
230	245
231	245
232	246
233	247
234	248
235	248
236	249
237	250
238	251
239	252
240	253
241	253
242	254
243	254
244	254
245	254
246	254
247	254
248	254
249	254
250	254
251	254
252	254
253	254
254	254
255	254
